Категория,Подкатегория,Продукт,Описание,Цена
Рыба,Анчоусы,Pesce Azzurro Анчоусы в масле 720 гр ж/б,,17 500 Т
Рыба,Анчоусы,Pesce Azzurro Анчоусы в масле 78 гр ст/б,,3 300 Т
Икра,Икра Красная,"Икра Красная IKURA Alaska, Кета, 500 гр.","Замороженная икра премиум класса,  пр-во Аляска, малосоленая (соль 2,5%), вылов 2024 год, Кета.",40 000 Т
Икра,Икра Красная,Икра красная Горбуши Россия 500 гр,"Икра красная горбуши, фасовка 500 грамм",37 500 Т
Икра,Икра Красная,Красная Икра Кеты уп. 200 гр.,"Весовая красная икра, рыба Кета",16 000 Т
Икра,Икра Красная,Икра красная Золото Сахалина 360 грамм,"Икра лососевая, зернистая, стеклянная банка, твист замок, 360 грамм",32 000 Т
Икра,Икра Красная,Икра Красная Кета уп. 500 гр,"Икра дальневосточная, Кета, развеска 500 грамм",40 000 Т
Икра,Икра Красная,Икра красная Горбуши Россия 200 гр,"Икра красная Горбуши, вылов 2024,  фасовка 200 грамм",15 000 Т
Икра,Икра Красная,"Икра Красная ""Золото Сахалина"" 500 гр.","Рыба Горбуша, стеклобанка 500 гр., РФ",39 000 Т
Икра,Икра Красная,"Икра красная ""Золото Сахалина"" 220 грамм","Икра лососевая, зернистая, стеклянная банка, 220 грамм",17 500 Т
Икра,Икра Красная,"Икра Красная ""Обкомовская"" уп. 200 гр.","Икра лососевая вылов 2022 год, уп. 200 гр",23 500 Т
Икра,Икра Красная,Икра красная Аляска (Кета) 250 гр,,18 490 Т
Икра,Икра Красная,"Икра Красная ""Обкомовская"" уп. 140 гр.",Красная икра рыбы Горбуша. Свежий вылов. Вес 140 гр,16 200 Т
Икра,Икра Красная,"Икра красная ""Обкомовская"", уп. 500 гр",Лососевая икра Обкомовская. Свежий вылов. Вес 500 гр,58 000 Т
Икра,Икра Красная,"Икра Красная ""Обкомовская"", уп. 360 гр.","Красная лососевая икра рыба Горбуша, уп. 360 гр.",43 800 Т
Икра,Икра Красная,"Икра Красная ""Обкомовская"", 95 гр.","Икра Горбушевая, 2022 год, уп. 95 гр.",11 200 Т
Икра,Икра Красная,Икра лососевая ст/б 120 гр  Золото Сахалина,Стеклянная банка. Вес 120 гр.,12 200 Т
Икра,Икра Красная,Икра Горбуши весовая,,75 000 Т
Икра,Икра Красная,Икра лососевая ж/б 140 гр Золото Сахалина,Железная банка. Вес 140 гр.,12 600 Т
Икра,Икра Красная,Икра Красная Кета весовая,,80 000 Т
Икра,Черная Икра,Черная осетровая Икра Premium Russian Caspian 100 гр.,"Осетровая зернистая Премиум икра, уп. 100 грамм",66 000 Т
Икра,Черная Икра,Russian Caspian Икра черная зернистая осетровая PREMIUM ж/б 250 гр,"Осетровая икра, упаковка 250 грамм,  РФ",176 000 Т
Икра,Черная Икра,Икра Черная осетровая Fishland 125 гр,"Рыба осетр, малосоленая, упаковка металл 125 грамм",80 000 Т
Икра,Черная Икра,Икра Черная Стерлядь Caspian Caviar 120 гр,"Рыба Осетровых, каспийский регион, уп. 120 грамм",78 000 Т
Икра,Черная Икра,Черная икра осетра Fishland 250 гр,"Рыба осетр, малосол, упаковка металл 250 грамм",150 000 Т
Икра,Черная Икра,Черная икра Premium Russian Caspian 50 гр,"Осетровая черная икра, упаковка 50 гр., РФ",35 000 Т
Икра,Черная Икра,Икра Черная Стерлядь Caspian Caviar 50 гр,"Икра стерляди, вылов и пр-во Казахстан, уп. 50 грамм",32 800 Т
Икра,Черная Икра,Frosista Икра осетра Калуга 50 гр,"Икра калуги известная также как белуга, является одной из самых престижных и дорогих разновидностей икры",29 500 Т
Икра,Черная Икра,Frosista Икра осетра Калуга 100 гр,"Икра калуги известная также как белуга, является одной из самых престижных и дорогих разновидностей икры",65 000 Т
Икра,Черная Икра,Черная Икра стерлядь Caspian Caviar 230 гр,"Икра Стерлядь, Атырау, вес 230 грамм",155 000 Т
Икра,Черная Икра,Frosista Икра Русского осетра 50 гр,,29 500 Т
Икра,Черная Икра,Frosista Икра осетра Калуга 30 гр,"ИКРА КАЛУГИ известная также как белуга, является одной из самых престижных и дорогих разновидностей икры.",17 800 Т
Икра,Черная Икра,Frosista Икра осетра Калуга 10 гр,"ИКРА КАЛУГИ известная также как белуга, является одной из самых престижных и дорогих разновидностей икры.",5 800 Т
Икра,Черная Икра,Frosista Икра осетра и белуги (гибрид) 50 гр,Купаж гибридной икры калуги и осетра представляет собой уникальное гастрономическое сочетание,29 500 Т
Икра,Черная Икра,Frosista Икра Русского осетра 10 гр,"Икра русского осетра обычно имеет нежный и мягкий вкус, который приятно раскрывается на языке.",6 000 Т
Икра,Черная Икра,Frosista Икра осетра и белуги (гибрид) 10 гр,Купаж гибридной икры калуги и осетра представляет собой уникальное гастрономическое сочетание,6 000 Т
Икра,Черная Икра,Frosista Икра Сибирского осетра и Амурского осетра (гибрид) 10 гр,Купаж гибридной икры сибирского и амурского осетра,6 000 Т
Икра,Черная Икра,Frosista Икра осетра и белуги (гибрид) 100 гр,Купаж гибридной икры калуги и осетра представляет собой уникальное гастрономическое сочетание,65 000 Т
Икра,Черная Икра,Frosista Икра Сибирского осетра и Амурского осетра (гибрид) 50 гр,Купаж гибридной икры сибирского и амурского осетра,29 500 Т
Икра,Черная Икра,Frosista Икра осетра и белуги (гибрид) 30 гр,Купаж гибридной икры калуги и осетра представляет собой уникальное гастрономическое сочетание,18 500 Т
Икра,Черная Икра,Frosista Икра Русского осетра 100 гр,,65 000 Т
Икра,Черная Икра,Frosista Икра Русского осетра 30 гр,,17 800 Т
Икра,Черная Икра,Russian Caspian Икра зернистая осетровая Black Gold 50 гр,,38 500 Т
Икра,Черная Икра,Russian Caspian Икра зернистая осетровая Black Gold 100 гр,,69 000 Т
Икра,Черная Икра,Frosista Икра осетра и белуги (гибрид) 250 гр,Купаж гибридной икры калуги и осетра представляет собой уникальное гастрономическое сочетание,148 000 Т
Икра,Черная Икра,Frosista Икра Сибирского осетра и Амурского осетра (гибрид) 100 гр,Купаж гибридной икры сибирского и амурского осетра,65 000 Т
Икра,Черная Икра,Caspian Caviar Икра черная 50 гр (осетр),"Икра осетра, малосольная. Вес 50 гр. Казахстан.",32 800 Т
Икра,Черная Икра,Frosista Икра Русского осетра 250 гр,,148 000 Т
Икра,Черная Икра,Frosista Икра осетра Калуга 250 гр,"Икра калуги известная также как белуга, является одной из самых престижных и дорогих разновидностей икры",148 000 Т
Икра,Черная Икра,Caspian Caviar Икра черная 250 гр (осетр),"Икра осетра, малосольная. Вес 250 гр. Казахстан.",132 000 Т
Икра,Черная Икра,Frosista Икра Сибирского осетра и Амурского осетра (гибрид) 250 гр,Купаж гибридной икры сибирского и амурского осетра,148 000 Т
Икра,Черная Икра,Russian Caspian Икра зернистая осетровая  PREMIUM ж/б 500 гр,"Осетровая икра, РФ, уп. 500 грамм",352 000 Т
Икра,Черная Икра,Frosista Икра Сибирского осетра и Амурского осетра (гибрид) 30 гр,Купаж гибридной икры сибирского и амурского осетра,18 500 Т
Мясо,Хамон,Cinco Jotas Хамон Иберико нарезка слайсами 70 гр/уп,,19 800 Т
Мясо,Хамон,Cinco Jotas Лопатка Иберико нарезка слайсами 70 гр/уп,,15 800 Т
Мясо,Хамон,Cinco Jotas Лопатка Иберико на кости 5-6 кг,,89 000 Т
Мясо,Хамон,Cinco Jotas Хамон Иберико на кости 6-7 кг,,110 000 Т
Мясо,Мясо утки,Филе утки Мулард зернового откорма 420 гр,"Филе Магре утиной грудки очищенное, вес 420 гр.",6 500 Т
Мясо,Мясо утки,Ножка утиная Конфи с/м,"Ножка (Окорок) утиная, штучная упаквка, вес 270 - 400 гр.",11 800 Т
Мясо,Мясо утки,Паштет Пате-Мусс из Фуа-Гра 50% лоток 85 г,"Паштет из печени Фуа-Гра (50%) с добавлением утиной печени стандартного откорма, уп. 85 грамм",4 300 Т
Мясо,Мясо утки,Печень утиная  Фуа-Гра  Эскалоп,"Фуа-Гра сырая, нарезка кусочками, вес уп. 300-350 грамм",46 000 Т
Мясо,Мясо утки,Печень утиная Фуа-гра Золото высшего сорта,"Печень утки Мулард, замороженная, вес 600 - 650 грамм.",46 000 Т
Мясо,Мясо утки,Паштет из утки Rillettes de Canard Classique 120 гр (классик),Рийет утиный классический. Баночка 120 гр.,4 600 Т
Мясо,Мясо утки,Филе утки Магре золото 300-650 гр/уп,"Филе Магре утиной грудки очищенное, вес 300-650 гр/уп",13 800 Т
Мясо,Мясо утки,Колбаска Пармеджана сыровяленая 120 гр,"Сыровяленая утиная колбаска с сыром сорт Экстра, уп. 120 гр",3 800 Т
Мясо,Пармская ветчина Prosciutto di Parma,"Прошутто-ди-Парма нарезка слайсами, 100 гр","Сыро вяленая Пармская ветчина, нарезка слайсами, вес упаковки 100 гр",4 500 Т
Мясо,Пармская ветчина Prosciutto di Parma,Прошутто Pata Negra PDO нарезка 100 гр,"Prosciutto di Parma выдержка 30 месяцев, итальянский хамон, вес упаковки 100 грамм",3 990 Т
Мясо,Пармская ветчина Prosciutto di Parma,Коппа-ди-Парма нарезка 100 гр/уп,,3 800 Т
Мясо,Пармская ветчина Prosciutto di Parma,Прошутто-ди-Пармо на кости (Пармская ветчина) 30 мес вес 10 - 11 кг,"Окорок Прошутто ди Парма, выдержка 30 месяцев, Италия",25 000 Т
Мясо,Мясные деликатесы Qyzyl Saia,Qyzyl Saia Бастурма из конины 60 гр,Прессовано-вяленая вырезка конины в оболочке из специи с неповторимым и ярким вкусом,2 500 Т
Мясо,Мясные деликатесы Qyzyl Saia,Qyzyl Saia Жая сур ет уп 60 гр,Нежнейшее филе конины вялено-копченое холодным способом,2 500 Т
Мясо,Мясные деликатесы Qyzyl Saia,Qyzyl Saia Бастурма из говядины 60 гр,,2 500 Т
Мясо,Мясные деликатесы Qyzyl Saia,Qyzyl Saia Ассорти конина сур ет уп 180 гр,"Жамбас, Казы, Жая",6 800 Т
Мясо,Мясные деликатесы Qyzyl Saia,Qyzyl Saia Грудинка говядина сур ет уп 60 гр,Вялено-копченая нежная мякоть говядины из грудорёберного отдела,2 500 Т
Мясо,Мясные деликатесы Qyzyl Saia,Qyzyl Saia Карбонад из говядины сур ет уп 60 гр,Изысканный вялено-копченый деликатес из спинно-поясничного отруба говядины с малым содержанием жира,2 500 Т
Мясо,Мясные деликатесы Qyzyl Saia,Qyzyl Saia Шужук сур ет вес ±400 гр,"Традиционная колбаса из конины в натуральной череве, вялено-копченая холодным способом",17 500 Т
Мясо,Мясные деликатесы Qyzyl Saia,Qyzyl Saia Жамбас сур ет уп 60 гр,Нежнейшее филе конины вялено-копченое холодным способом,2 500 Т
Мясо,Мясные деликатесы Qyzyl Saia,Qyzyl Saia Казы сур ет вес ±300 гр,Вялено-копченый деликатес из реберной части конины,18 500 Т
Мясо,Мясные деликатесы Qyzyl Saia,Qyzyl Saia Ассорти говядины сур ет уп 180 гр,"Карбонад, Филе, Грудинка",6 800 Т
Мясо,Мясные деликатесы Qyzyl Saia,Qyzyl Saia Филе говядины сур ет уп 60 гр,Вялено-копченая мякоть говядины с легкой жировой прослойкой,2 500 Т
Мясо,Мясные деликатесы Qyzyl Saia,Qyzyl Saia Жая сур ет вес ±500 гр,Отборная филейная часть конины вялено-копченая холодным способом,19 800 Т
Мясо,Мясные деликатесы Qyzyl Saia,Qyzyl Saia Казы в череве сур ет вес ±125 гр,Вялено-копченый деликатес из кишок конины.,29 500 Т
Антипасти,Антипасти Le Bonta,Артишок на гриле сердцевина Le Bonta 314 мл,"Сердцевина артишока в масле, уп. 314 мл., Италия",4 500 Т
Антипасти,Антипасти Le Bonta,Le Bonta Перец черри с сыром 314 мл,"Перчики Peperoncini Farciti, наполненные сыром, Италия",4 500 Т
Антипасти,Антипасти Le Bonta,Артишок со стеблями All Romana по-римски 580 мл,"Артишоки маринованные по римски, уп. 580 мл.",6 000 Т
Антипасти,Антипасти Le Bonta,Оливки Микс Барисейн Le Bonta 314 мл,"Сорт ""Baresane"", микс черных и фиолетовых, 314 мл., Италия",3 500 Т
Антипасти,Антипасти Le Bonta,"Оливки фиолетовые ""Saporite"" Le Bonta 314 мл","Оливки, залитые маслом Extra Virgin, 314 мл., Италия",3 500 Т
Антипасти,Антипасти Le Bonta,Перец на Гриле в масле Le Bonta 314 мл,"Запеченный на гриле, залитый маслом, уп. 314 мл., Италия",3 500 Т
Антипасти,Антипасти Le Bonta,Песто алла Дженовезе Le Bonta 212 мл,"Песто с базиликом, 212 мл., Италия",3 000 Т
Антипасти,Антипасти Le Bonta,Le Bonta Оливки зеленые сорта Bella di Cerignola 314 мл,,3 500 Т
Антипасти,Антипасти Le Bonta,"Перец Черри с Тунцом и Каперсами, Le Bonta 314 мл","Спелые перчики Черри, фаршированные тунцом и каперсами, 314 мл.",4 500 Т
Антипасти,Антипасти Le Bonta,"Джем инжирный Le Bonta, 314 мл","Джем конфитюр из инжира (фиги), Италия",3 500 Т
Антипасти,Антипасти Le Bonta,Le Bonta Антипасто Рустико в масле 314 мл,"Antipasto Rustico в масле, уп. 314 мл., Апулия, Италия",3 500 Т
Антипасти,Антипасти Le Bonta,Грибной Микс Le Bonta 314 мл,"Смесь маринованных грибов, уп. 314 мл.",3 500 Т
Антипасти,Антипасти Le Bonta,Помидоры вяленые alla Pugliese Le Bonta 314 мл,"Антипасти Вяленые помидоры  ""ALLA PUGLIESE"", 314 мл. Италия",4 200 Т
Антипасти,Антипасти Le Bonta,Оливки зеленые сорта Bella di Cerignola Le Bonta 580 мл,Оливки зеленые сорта Bella di Cerignola Le Bonta 580 мл,4 500 Т
Антипасти,Антипасти Le Bonta,Каперсы на веточке Le Bonta 314 мл,"Каперсы Caperbarries in Vinegar, 314 мл., Италия",3 500 Т
Антипасти,Антипасти Le Bonta,Le Bonta Песто алла Дженовезе 580 мл,"Классический зеленый соус Песто с базиликом, Италия",4 300 Т
Антипасти,Антипасти Le Bonta,Le Bonta Оливки Зеленые сорта Bella di Cerignola 3100 гр 7/9,"Зеленые, твердые, с косточкой, крупные, уп. 3100 мл.",18 800 Т
Антипасти,Антипасти Le Bonta,Помидоры вяленые alla Pugliese Le Bonta  580 мл,Помидоры вяленые alla Pugliese Le Bonta  580 мл,4 800 Т
Антипасти,Антипасти Le Bonta,Соус с Базиликом Le Bonta 314 мл,"Вкусный красный соус из Италии, уп. 314 мл.",2 900 Т
Антипасти,Антипасти Le Bonta,Оливки черные и зеленые без косточек Gustose Le Bonta 314 мл,Оливки черные и зеленые без косточек Gustose Le Bonta 314 мл,3 500 Т
Антипасти,Антипасти Le Bonta,Баклажаны на гриле Le Bonta 314 мл,"Обжаренные и маринованные Баклажаны, уп. 314 мл",2 800 Т
Антипасти,Антипасти Le Bonta,Le Bonta Соус Аллараббиата 314 мл,"Традиционный красный Соус Аррабиата, 312 мл.",2 900 Т
Антипасти,Антипасти Le Bonta,Le Bonta Шампиньоны на гриле 314 мл,"Обжаренные на гриле шампиньоны, уп. 314 мл, Италия",3 500 Т
Антипасти,Антипасти Le Bonta,Каперсы в соли Le Bonta 212 мл,"Пересыпаны крупной солью, 212 мл., Италия",2 800 Т
Антипасти,Антипасти Le Bonta,Джем грушевый Le Bonta 314 мл,"Экстра джем из груш «Вильямс», Италия, уп. 314 мл",3 000 Т
Антипасти,Антипасти Le Bonta,"Перец Черри с сыром, Le Bonta, 1700 мл.","Перчики фаршированные сыром, уп. 1700 мл., Италия",16 500 Т
Антипасти,Антипасти Le Bonta,Оливки зеленые сорта Bella di Cerignola Le Bonta  3100 гр Экстра,Оливки зеленые сорта Bella di Cerignola Le Bonta  3100 гр Экстра,18 800 Т
Антипасти,Антипасти Le Bonta,"Джем из Сицилийского Лимона, 110 гр","Натуральный BIO джем, уп. 110 гр.",2 500 Т
Антипасти,Антипасти Le Bonta,Маслины без косточек Saporite Le Bonta 3100 мл,"В масле, без косточек, содержание оливок в банке 58%,  уп. 3100 мл",18 800 Т
Антипасти,Антипасти Le Bonta,Le Bonta Брускетта с черными оливками 212 мл,"Молотые черные оливки с добавлением оливкового масла и соли, уп. 212 мл",2 700 Т
Антипасти,Антипасти Le Bonta,Le Bonta Брускетта с вялеными помидорами 212 мл,"Вяленые помидоры, масло подсолнечное, винный уксус, соль, ароматные травы, специи.",2 700 Т
Антипасти,Антипасти Le Bonta,Le Bonta Брускетта пикантная 212 мл,"Артишоки, грибы вёшенка, перец, оливки, вяленые помидоры, баклажаны,",2 700 Т
Антипасти,Антипасти Le Bonta,Артишоки со стеблями Alla Romana Le Bonta 3100 мл,"Артишоки по римски, консервированные и готовые к употребления, уп. 3100 мл",24 000 Т
Антипасти,Антипасти Le Bonta,Помидоры вяленые alla Pugliese 1700 мл,"Sun-Dried (вяленые) томаты из Апулии, уп. 1700 мл",10 800 Т
Антипасти,Антипасти Le Bonta,Le Bonta Соус для пасты Alla Puttanesca 314 мл,,2 900 Т
Антипасти,Антипасти Le Bonta,Помидоры полувяленные GiLiegino Le Bonta 314 мл,Помидоры полувяленные GiLiegino Le Bonta 314 мл,4 000 Т
Антипасти,Антипасти Le Bonta,Лук на Гриле Borettane Le Bonta 314 мл,"Обжаренный и маринованный лук, уп. 314 мл.",3 500 Т
Антипасти,Антипасти Le Bonta,Маслины и Оливки Gustose Le Bontà mix 3100 мл,"Микс зеленых оливок и черных маслин без косточек в масле, уп. 3100 мл.",18 800 Т
Антипасти,Антипасти Le Bonta,Le Bonta Брускетта из артишоков 212 мл,"Артишоки, подсолнечное масло, винный уксус, соль, ароматные травы, специи.",2 700 Т
Антипасти,Антипасти Le Bonta,Alicos Соус Ортолана 350 гр,,2 000 Т
Антипасти,Антипасти Le Bonta,Артишоки четвертинки Paesana Le Bonta 3100 мл.,"Консервированные по Крестьянски четвертинки Артишоков, уп. 3100 мл.",20 000 Т
Антипасти,Антипасти Le Bonta,Артишоки со стеблями на гриле  Alla Romana Le Bonta 3100 мл,"Артишоки, подсолнечное масло, винный уксус, соль, ароматные травы, специи.",24 000 Т
Антипасти,Антипасти Le Bonta,Le Bonta Брускетта Del Casale 212 мл,"Артишоки, грибы вешенки, сладкий перец, оливки, вяленые помидоры, баклажаны",2 700 Т
Антипасти,Антипасти Le Bonta,Лук на гриле с Бальзамическим уксусом Le Bonta 314 мл,"Лук Borettane с уксусом из Модены, уп. 314 мл.",3 500 Т
Антипасти,Антипасти Le Bonta,"Перец Черри фаршированный с Тунцом и Каперсами, Le Bonta 1700 мл.","Перчики начиненные пастой из тунца и каперсов, Le Bonta, Италия",16 500 Т
Антипасти,Антипасти Le Bonta,Le Bonta Брускетта Del Casale 580 мл,Брускетта Del Casale Le Bonta 580 мл,5 500 Т
Антипасти,Антипасти Le Bonta,Le Bonta Брускетта из артишоков 580 мл,Брускетта из артишоков Le Bonta 580 мл,5 500 Т
Антипасти,Антипасти Le Bonta,Le Bonta Брускетта из перца 212 мл,"Перечный крем: перец, масло семян, соль.",2 700 Т
Антипасти,Антипасти Le Bonta,Оливки измельченные Del Casale Le Bonta 3100 мл,Оливки измельченные Del Casale Le Bonta 3100 мл,18 800 Т
Антипасти,Антипасти Le Bonta,Alicos Соус сальса с помидорами черри и финиковыми помидорами 330 гр,,2 000 Т
Антипасти,Антипасти Le Bonta,Le Bonta Соус для пасты с овощами 314 мл,,2 900 Т
Антипасти,Антипасти Le Bonta,Alicos Соус из помидоров черри и перца 330 гр,,2 000 Т
Антипасти,Антипасти Le Bonta,Перец на гриле в масле Le Bonta 1700 мл,"Сладкий итальянский перец, залитый маслом, уп. 1700 мл",10 800 Т
Антипасти,Антипасти Le Bonta,Le Bonta Артишоки сердцевина в рассоле ж/б 2650 мл,,12 800 Т
Антипасти,Антипасти Le Bonta,Артишоки со стеблями alla PugLiese ж/б Le Bonta  2650 мл,,16 800 Т
Антипасти,Антипасти Le Bonta,Le Bonta  Каперсы в уксусе 1700 мл,"Каперсы, вода, винный уксус, соль.",10 800 Т
Антипасти,Антипасти Le Bonta,Шампиньоны на гриле Le Bonta 1700 мл,Шампиньоны на гриле Le Bonta 1700 мл,16 800 Т
Антипасти,Антипасти Le Bonta,Le Bonta Артишок сердцевина Rustici  314 мл,"Артишоки, подсолнечное масло, винный уксус, соль, ароматные травы, специи.",4 800 Т
Антипасти,Антипасти Le Bonta,Грибной микс Le Bonta 3100 мл,Грибной микс Le Bonta 3100 мл,21 000 Т
Антипасти,Антипасти Le Bonta,Чеснок маринованный с зеленью Le Bonta 1062 мл,Чеснок маринованный с зеленью Le Bonta 1062 мл,7 800 Т
Антипасти,Антипасти Le Bonta,Артишок на гриле сердцевина Le Bonta  3100 мл,"Артишоки, подсолнечное масло, винный уксус, соль, ароматные травы, специи.",28 500 Т
Антипасти,Антипасти Le Bonta,Помидоры полувяленые Ciliegino Le Bonta 1700 мл,"Semi - dried tomato Cherry, подсушенные на 50%, уп. 1700 мл",18 800 Т
Антипасти,Антипасти Le Bonta,Антипасто Рустико в масле Le Bonta 3100 мл,"Баклажаны, грибы, оливки, артишоки, перец, регидратированные сушеные томаты",18 500 Т
Антипасти,Антипасти Le Bonta,Помидоры вяленые alla Pugliese Le Bonta 3100 мл,Помидоры вяленые alla Pugliese Le Bonta 3100 мл,18 800 Т
Антипасти,Антипасти Le Bonta,Le Bonta Кабачки на гриле в масле 314 мл,"Кабачки, подсолнечное масло, винный уксус, соль, ароматные травы, специи.",4 000 Т
Антипасти,Антипасти Le Bonta,Перец на гриле в масле Le Bonta 3100 мл,,18 800 Т
Антипасти,Антипасти Le Bonta,Артишоки четвертинка в рассоле ж/б Le Bonta 2650 мл,,12 800 Т
Антипасти,Антипасти Le Bonta,Le Bonta Лук на гриле Borettane 1700 мл,"Лук репчатый, масло подсолнечное, уксус винный, сахар, соль, ароматные травы, специи.",10 500 Т
Антипасти,Антипасти Le Bonta,Le Bonta Лук с бальзамическим уксусом Borettane 1700 мл,"Лук, вода, бальзамический уксус Модены PGI (винный уксус, концентрированное виноградное сусло), соль, сахар.",10 500 Т
Антипасти,Антипасти ALICOS,Миндальная паста Alicos 190 гр,"Паста из Сицилийского Миндаля с сахаром, 190 гр.",3 500 Т
Антипасти,Антипасти ALICOS,Alicos Брускетта с помидорами и перцем 190 гр,"Смесь Томатов и Сладкого перца, уп. 190 гр., Италия",3 600 Т
Антипасти,Антипасти ALICOS,Джем из красного Сицилийского апельсина Alicos 110 гр,"Ароматный джем в стекляной банке, уп. 110 гр., Сицилия",2 500 Т
Антипасти,Антипасти ALICOS,Брускетта Микс с Вялеными Помидорами Alicos,"Смесь свежих и вяленых помидор, вес 190 грамм",3 600 Т
Антипасти,Антипасти ALICOS,Джем из Красного сицилийского апельсина 220 гр,"Мармеладная текстура, сладко-кислый вкус, уп. 220 гр., Сицилия",3 500 Т
Антипасти,Антипасти ALICOS,"Джем из Сицилийского лимона, 220 гр","Мармеладное качество, с тростниковым сахаром, уп. 220 грамм",3 500 Т
Антипасти,Антипасти ALICOS,Alicos  Паштет-тапенад из зеленых оливок 190 гр,,3 600 Т
Антипасти,Антипасти ALICOS,Томатный соус с Каперсами и Оливками Alicos 350 гр,"Насыщенный соус для пиццы и пасты, Италия, уп. 350 грамм",2 000 Т
Антипасти,Антипасти ALICOS,Alicos Паштет-тапенад из цуккини 190 гр,"Тапенад из Цукини с душистыми травами, 190 гр.",990 Т
Антипасти,Антипасти ALICOS,Песто из дикого фенхеля Alicos 190 гр,"Дикий фенхель в виде песто, 190 грамм",3 600 Т
Антипасти,Антипасти ALICOS,Песто Трапанезе Alicos 190 гр,"Trapanese Pesto с чесноком, вес 190 грамм",3 600 Т
Антипасти,Антипасти ALICOS,Паста из Чили перца Alicos 190 гр,"Peperoncino, Чили паста пряная, 190 гр",3 600 Т
Антипасти,Антипасти ALICOS,Alicos Паштет-тапенад из черных оливок 190 гр,Оливковая паста из черных оливок,3 600 Т
Антипасти,Антипасти ALICOS,Alicos Соус Сицилийская Капоната 190 гр,"Закуска из баклажан по сицилийски, 190 гр.",3 600 Т
Антипасти,Антипасти ALICOS,Alicos Соус Песто по Сицилийски 190 гр,"Сицилийское Песто Alla Siciliana, 190 гр.",3 600 Т
Антипасти,Антипасти ALICOS,Alicos Соус Пассата с помидорами черри 330 гр,"Соус из томатов Черри, упаковка 330 мл. стеклянная бутылка",2 000 Т
Антипасти,Антипасти ALICOS,Alicos Песто Фисташковый 180 гр,,5 000 Т
Антипасти,Антипасти ALICOS,Alicos Песто Фисташковый 40 гр,,1 500 Т
Антипасти,Антипасти ALICOS,Соус пепероната Alicos 190 гр,"Пепероната из сладкого перца, 190 грамм",3 000 Т
Антипасти,Антипасти ALICOS,Alicos  Песто Фисташковый 90 гр,,3 000 Т
Антипасти,Антипасти ALICOS,Alicos  Миндальная паста 90 гр,,2 600 Т
Антипасти,Антипасти ALICOS,Паста из Сладкого перца Alicos 190 гр,"Густрой соус на основе сладкого перца, Италия, 190 грамм",3 600 Т
Антипасти,Антипасти ALICOS,Alicos  Паста из артишоков 190 гр,,990 Т
Антипасти,Антипасти ALICOS,Alicos Песто Капулиато пикантная из вяленых помидор 190 гр,"сушеные помидоры, каперсы и перец чили",3 600 Т
Антипасти,Антипасти ALICOS,Alicos Соус Пассата с помидорами черри 660 гр,,2 500 Т
Антипасти,Casa Marrazzo,Casa Marrazzo Целые очищенные помидоры Сан Марцано с базиликом 2560 гр,2560 гр,6 890 Т
Антипасти,Casa Marrazzo,Casa Marrazzo Целые очищенные помидоры Сан Марцано с базиликом 800 гр,800 гр,5 300 Т
Антипасти,Casa Marrazzo,Casa Marrazzo Соус пассата из желтых помидоров 2600 гр,,4 500 Т
Антипасти,Casa Marrazzo,Casa Marrazzo Соус из томатов Черри Пьенноло Дель Везувио 1000 гр,,7 500 Т
Антипасти,Casa Marrazzo,Casa Marrazzo Артишоки со стеблями на гриле в масле 750 гр,,7 000 Т
Антипасти,Casa Marrazzo,Casa Marrazzo Баклажаны на гриле в масле 1000 гр,,5 800 Т
Антипасти,Casa Marrazzo,Casa Marrazzo Перец на гриле 800 гр,,5 400 Т
Антипасти,Casa Marrazzo,Casa Marrazzo Крем из Брокколи Априлатико 300 гр,,7 500 Т
Антипасти,Casa Marrazzo,Casa Marrazzo Эскарол с каперсами в масле 1000 гр,,7 500 Т
Антипасти,Casa Marrazzo,Casa Marrazzo Цуккини на гриле в масле 750 гр,,4 900 Т
Антипасти,Антипасти Plaza del Sol,Plaza Del Sol Оливки целые Гордал 350 гр,,2 200 Т
Антипасти,Антипасти Plaza del Sol,Plaza Del Sol Оливки с лимоном 280 гр,,1 700 Т
Антипасти,Антипасти Plaza del Sol,Plaza Del Sol Гаспачо 750 мл,,2 490 Т
Антипасти,Антипасти Plaza del Sol,Plaza Del Sol Оливки с лососем 280 гр,,1 700 Т
Антипасти,Антипасти Plaza del Sol,Plaza Del Sol Оливки с анчоусами 280 гр,,1 700 Т
Антипасти,Антипасти Plaza del Sol,Plaza Del Sol Оливки с апельсином 280 гр,,1 700 Т
Антипасти,Антипасти Plaza del Sol,Plaza Del Sol Оливки с тунцом 280 гр,,1 700 Т
Антипасти,Антипасти Plaza del Sol,Plaza Del Sol Оливки с перцем чили 280 гр,,1 700 Т
Антипасти,Антипасти Plaza del Sol,Plaza Del Sol Оливки с ветчиной 280 гр,,1 700 Т
Антипасти,Антипасти Plaza del Sol,Plaza Del Sol Оливки с чоризо 280 гр,,1 700 Т
Антипасти,Антипасти Plaza del Sol,Plaza Del Sol Оливки целые Арбекина 350 гр,,2 200 Т
Антипасти,Антипасти Plaza del Sol,Plaza Del Sol Перец зеленый чили маринованный 300 гр,,2 200 Т
Антипасти,Антипасти Plaza del Sol,Plaza Del Sol Оливки с перцем 280 гр,,1 700 Т
Антипасти,Антипасти Plaza del Sol,Plaza Del Sol Бандерилья классическая 350 гр,,1 700 Т
